,Dataset,Fold,Method,Metric,Patient,Performance
459,V-23_24,2,MMSBM,Recall,28,0.8333333333333334
460,V-23_24,2,MMSBM,Precision,28,0.7142857132653061
461,V-23_24,2,MMSBM,Accuracy,28,0.875
462,V-23_24,4,MMSBM,Recall,28,0.375
463,V-23_24,4,MMSBM,Precision,28,0.9999999966666667
464,V-23_24,4,MMSBM,Accuracy,28,0.782608695652174
465,V-23_24,1,MMSBM,Recall,29,0.875
466,V-23_24,1,MMSBM,Precision,29,0.6999999992999999
467,V-23_24,1,MMSBM,Accuracy,29,0.8333333333333333
468,V-23_24,0,MMSBM,Recall,29,0.8
469,V-23_24,0,MMSBM,Precision,29,0.7999999992
470,V-23_24,0,MMSBM,Accuracy,29,0.8333333333333333
471,V-23_24,3,MMSBM,Recall,29,0.3333333333333333
472,V-23_24,3,MMSBM,Precision,29,0.49999999875
473,V-23_24,3,MMSBM,Accuracy,29,0.7391304347826086
474,V-23_24,2,MMSBM,Recall,29,0.5555555555555556
475,V-23_24,2,MMSBM,Precision,29,0.8333333319444445
476,V-23_24,2,MMSBM,Accuracy,29,0.7916666666666667
477,V-23_24,4,MMSBM,Recall,29,0.75
478,V-23_24,4,MMSBM,Precision,29,0.8181818174380164
479,V-23_24,4,MMSBM,Accuracy,29,0.782608695652174
480,V-23_24,1,MMSBM,Recall,94,0.5384615384615384
481,V-23_24,1,MMSBM,Precision,94,0.6363636357851239
482,V-23_24,1,MMSBM,Accuracy,94,0.5833333333333334
483,V-23_24,0,MMSBM,Recall,94,0.75
484,V-23_24,0,MMSBM,Precision,94,0.8999999991
485,V-23_24,0,MMSBM,Accuracy,94,0.8333333333333333
486,V-23_24,3,MMSBM,Recall,94,0.4444444444444444
487,V-23_24,3,MMSBM,Precision,94,0.571428570612245
488,V-23_24,3,MMSBM,Accuracy,94,0.6521739130434783
489,V-23_24,2,MMSBM,Recall,94,0.6923076923076923
490,V-23_24,2,MMSBM,Precision,94,0.9999999988888888
491,V-23_24,2,MMSBM,Accuracy,94,0.8333333333333333
492,V-23_24,4,MMSBM,Recall,94,0.7
493,V-23_24,4,MMSBM,Precision,94,0.6999999992999999
494,V-23_24,4,MMSBM,Accuracy,94,0.7391304347826086
495,V-23_24,1,MMSBM,Recall,0,0.6666666666666666
496,V-23_24,1,MMSBM,Precision,0,0.6666666655555555
497,V-23_24,1,MMSBM,Accuracy,0,0.8333333333333333
498,V-23_24,0,MMSBM,Recall,0,0.3333333333333333
499,V-23_24,0,MMSBM,Precision,0,0.5999999988
500,V-23_24,0,MMSBM,Accuracy,0,0.6666666666666666
501,V-23_24,3,MMSBM,Recall,0,0.42857142857142855
502,V-23_24,3,MMSBM,Precision,0,0.7499999981250001
503,V-23_24,3,MMSBM,Accuracy,0,0.782608695652174
504,V-23_24,2,MMSBM,Recall,0,0.6666666666666666
505,V-23_24,2,MMSBM,Precision,0,0.6666666655555555
506,V-23_24,2,MMSBM,Accuracy,0,0.8333333333333333
507,V-23_24,4,MMSBM,Recall,0,0.5
508,V-23_24,4,MMSBM,Precision,0,0.4285714279591837
509,V-23_24,4,MMSBM,Accuracy,0,0.6956521739130435
510,V-23_24,1,MMSBM,Recall,4,0.6666666666666666
511,V-23_24,1,MMSBM,Precision,4,0.7999999984
512,V-23_24,1,MMSBM,Accuracy,4,0.875
513,V-23_24,0,MMSBM,Recall,4,0.7
514,V-23_24,0,MMSBM,Precision,4,0.7777777769135802
515,V-23_24,0,MMSBM,Accuracy,4,0.7916666666666667
516,V-23_24,3,MMSBM,Recall,4,0.3
517,V-23_24,3,MMSBM,Precision,4,0.7499999981250001
518,V-23_24,3,MMSBM,Accuracy,4,0.6521739130434783
519,V-23_24,2,MMSBM,Recall,4,0.5555555555555556
520,V-23_24,2,MMSBM,Precision,4,0.6249999992187499
521,V-23_24,2,MMSBM,Accuracy,4,0.7083333333333334
522,V-23_24,4,MMSBM,Recall,4,0.5
523,V-23_24,4,MMSBM,Precision,4,0.3333333329629629
524,V-23_24,4,MMSBM,Accuracy,4,0.6086956521739131
525,V-23_24,1,MMSBM,Recall,8,1.0
526,V-23_24,1,MMSBM,Precision,8,0.7692307686390532
527,V-23_24,1,MMSBM,Accuracy,8,0.875
528,V-23_24,0,MMSBM,Recall,8,0.6666666666666666
529,V-23_24,0,MMSBM,Precision,8,0.8333333326388889
530,V-23_24,0,MMSBM,Accuracy,8,0.7083333333333334
531,V-23_24,3,MMSBM,Recall,8,0.7692307692307693
532,V-23_24,3,MMSBM,Precision,8,0.9999999989999999
533,V-23_24,3,MMSBM,Accuracy,8,0.8695652173913043
534,V-23_24,2,MMSBM,Recall,8,0.7333333333333333
535,V-23_24,2,MMSBM,Precision,8,0.9166666659027777
536,V-23_24,2,MMSBM,Accuracy,8,0.7916666666666666
537,V-23_24,4,MMSBM,Recall,8,0.75
538,V-23_24,4,MMSBM,Precision,8,0.6666666659259258
539,V-23_24,4,MMSBM,Accuracy,8,0.7826086956521738
540,V-23_24,1,MMSBM,Recall,220,0.6666666666666666
541,V-23_24,1,MMSBM,Precision,220,0.3999999992
542,V-23_24,1,MMSBM,Accuracy,220,0.8333333333333334
543,V-23_24,0,MMSBM,Recall,220,0.5714285714285714
544,V-23_24,0,MMSBM,Precision,220,0.7999999984
545,V-23_24,0,MMSBM,Accuracy,220,0.8333333333333333
546,V-23_24,3,MMSBM,Recall,220,0.0
547,V-23_24,3,MMSBM,Precision,220,0.0
548,V-23_24,3,MMSBM,Accuracy,220,0.9565217391304348
549,V-23_24,2,MMSBM,Recall,220,0.5714285714285714
550,V-23_24,2,MMSBM,Precision,220,0.9999999975
551,V-23_24,2,MMSBM,Accuracy,220,0.875
552,V-23_24,4,MMSBM,Recall,220,0.625
553,V-23_24,4,MMSBM,Precision,220,0.7142857132653061
554,V-23_24,4,MMSBM,Accuracy,220,0.7826086956521738
555,V-23_24,1,MMSBM,Recall,68,0.8333333333333334
556,V-23_24,1,MMSBM,Precision,68,0.9999999980000001
557,V-23_24,1,MMSBM,Accuracy,68,0.9583333333333334
558,V-23_24,0,MMSBM,Recall,68,0.7
559,V-23_24,0,MMSBM,Precision,68,0.7777777769135802
560,V-23_24,0,MMSBM,Accuracy,68,0.7916666666666667
561,V-23_24,3,MMSBM,Recall,68,0.8333333333333334
562,V-23_24,3,MMSBM,Precision,68,0.9090909082644627
563,V-23_24,3,MMSBM,Accuracy,68,0.8695652173913043
564,V-23_24,2,MMSBM,Recall,68,0.5833333333333334
565,V-23_24,2,MMSBM,Precision,68,0.6363636357851239
566,V-23_24,2,MMSBM,Accuracy,68,0.625
567,V-23_24,4,MMSBM,Recall,68,0.8333333333333334
568,V-23_24,4,MMSBM,Precision,68,0.9090909082644627
569,V-23_24,4,MMSBM,Accuracy,68,0.8695652173913043
570,V-23_24,1,MMSBM,Recall,120,0.8888888888888888
571,V-23_24,1,MMSBM,Precision,120,0.7999999992
572,V-23_24,1,MMSBM,Accuracy,120,0.875
573,V-23_24,0,MMSBM,Recall,120,0.7142857142857143
574,V-23_24,0,MMSBM,Precision,120,0.9090909082644627
575,V-23_24,0,MMSBM,Accuracy,120,0.7916666666666667
576,V-23_24,3,MMSBM,Recall,120,0.8571428571428571
577,V-23_24,3,MMSBM,Precision,120,0.6666666659259258
578,V-23_24,3,MMSBM,Accuracy,120,0.826086956521739
579,V-23_24,2,MMSBM,Recall,120,0.5
580,V-23_24,2,MMSBM,Precision,120,0.999999995
581,V-23_24,2,MMSBM,Accuracy,120,0.9166666666666667
582,V-23_24,4,MMSBM,Recall,120,0.875
583,V-23_24,4,MMSBM,Precision,120,0.7777777769135802
584,V-23_24,4,MMSBM,Accuracy,120,0.8695652173913043
585,V-23_24,1,MMSBM,Recall,121,0.8571428571428571
586,V-23_24,1,MMSBM,Precision,121,0.7499999990624999
587,V-23_24,1,MMSBM,Accuracy,121,0.875
588,V-23_24,0,MMSBM,Recall,121,0.7142857142857143
589,V-23_24,0,MMSBM,Precision,121,0.7142857132653061
590,V-23_24,0,MMSBM,Accuracy,121,0.8333333333333334
591,V-23_24,3,MMSBM,Recall,121,0.8181818181818182
592,V-23_24,3,MMSBM,Precision,121,0.8181818174380164
593,V-23_24,3,MMSBM,Accuracy,121,0.8260869565217391
594,V-23_24,2,MMSBM,Recall,121,0.6
595,V-23_24,2,MMSBM,Precision,121,0.7499999981250001
596,V-23_24,2,MMSBM,Accuracy,121,0.875
597,V-23_24,4,MMSBM,Recall,121,0.7272727272727273
598,V-23_24,4,MMSBM,Precision,121,0.8888888879012344
599,V-23_24,4,MMSBM,Accuracy,121,0.8260869565217391
600,V-23_24,1,MMSBM,Recall,122,0.625
601,V-23_24,1,MMSBM,Precision,122,0.6249999992187499
602,V-23_24,1,MMSBM,Accuracy,122,0.75
603,V-23_24,0,MMSBM,Recall,122,0.7857142857142857
604,V-23_24,0,MMSBM,Precision,122,0.7857142851530612
605,V-23_24,0,MMSBM,Accuracy,122,0.75
606,V-23_24,3,MMSBM,Recall,122,0.6153846153846154
607,V-23_24,3,MMSBM,Precision,122,0.8888888879012344
608,V-23_24,3,MMSBM,Accuracy,122,0.7391304347826086
609,V-23_24,2,MMSBM,Recall,122,0.7272727272727273
610,V-23_24,2,MMSBM,Precision,122,0.7272727266115702
611,V-23_24,2,MMSBM,Accuracy,122,0.75
612,V-23_24,4,MMSBM,Recall,122,0.8
613,V-23_24,4,MMSBM,Precision,122,0.9999999987499999
614,V-23_24,4,MMSBM,Accuracy,122,0.9130434782608695
615,V-23_24,1,MMSBM,Recall,123,0.6
616,V-23_24,1,MMSBM,Precision,123,0.9999999966666667
617,V-23_24,1,MMSBM,Accuracy,123,0.9166666666666666
618,V-23_24,0,MMSBM,Recall,123,0.4444444444444444
619,V-23_24,0,MMSBM,Precision,123,0.7999999984
620,V-23_24,0,MMSBM,Accuracy,123,0.75
621,V-23_24,3,MMSBM,Recall,123,0.8333333333333334
622,V-23_24,3,MMSBM,Precision,123,0.5555555549382716
623,V-23_24,3,MMSBM,Accuracy,123,0.7826086956521738
624,V-23_24,2,MMSBM,Recall,123,0.6666666666666666
625,V-23_24,2,MMSBM,Precision,123,0.7499999990624999
626,V-23_24,2,MMSBM,Accuracy,123,0.7916666666666666
627,V-23_24,4,MMSBM,Recall,123,0.6666666666666666
628,V-23_24,4,MMSBM,Precision,123,0.49999999875
629,V-23_24,4,MMSBM,Accuracy,123,0.8695652173913044
630,V-23_24,1,MMSBM,Recall,124,0.7777777777777778
631,V-23_24,1,MMSBM,Precision,124,0.8749999989062499
632,V-23_24,1,MMSBM,Accuracy,124,0.875
633,V-23_24,0,MMSBM,Recall,124,0.8571428571428571
634,V-23_24,0,MMSBM,Precision,124,0.6666666659259258
635,V-23_24,0,MMSBM,Accuracy,124,0.8333333333333334
636,V-23_24,3,MMSBM,Recall,124,0.8
637,V-23_24,3,MMSBM,Precision,124,0.8888888879012344
638,V-23_24,3,MMSBM,Accuracy,124,0.8695652173913043
639,V-23_24,2,MMSBM,Recall,124,1.0
640,V-23_24,2,MMSBM,Precision,124,0.3846153843195266
641,V-23_24,2,MMSBM,Accuracy,124,0.6666666666666666
642,V-23_24,4,MMSBM,Recall,124,0.5
643,V-23_24,4,MMSBM,Precision,124,0.9999999983333333
644,V-23_24,4,MMSBM,Accuracy,124,0.7391304347826086
645,V-23_24,1,MMSBM,Recall,125,0.6363636363636364
646,V-23_24,1,MMSBM,Precision,125,0.6363636357851239
647,V-23_24,1,MMSBM,Accuracy,125,0.6666666666666667
648,V-23_24,0,MMSBM,Recall,125,0.5384615384615384
649,V-23_24,0,MMSBM,Precision,125,0.7777777769135802
650,V-23_24,0,MMSBM,Accuracy,125,0.6666666666666667
651,V-23_24,3,MMSBM,Recall,125,0.8333333333333334
652,V-23_24,3,MMSBM,Precision,125,0.9999999989999999
653,V-23_24,3,MMSBM,Accuracy,125,0.9130434782608696
654,V-23_24,2,MMSBM,Recall,125,0.6923076923076923
655,V-23_24,2,MMSBM,Precision,125,0.6923076917751478
656,V-23_24,2,MMSBM,Accuracy,125,0.6666666666666667
657,V-23_24,4,MMSBM,Recall,125,0.5555555555555556
658,V-23_24,4,MMSBM,Precision,125,0.7142857132653061
659,V-23_24,4,MMSBM,Accuracy,125,0.7391304347826086
660,V-23_24,1,MMSBM,Recall,126,0.8
661,V-23_24,1,MMSBM,Precision,126,0.7999999984
662,V-23_24,1,MMSBM,Accuracy,126,0.9166666666666666
663,V-23_24,0,MMSBM,Recall,126,0.4444444444444444
664,V-23_24,0,MMSBM,Precision,126,0.7999999984
665,V-23_24,0,MMSBM,Accuracy,126,0.75
666,V-23_24,3,MMSBM,Recall,126,0.6
667,V-23_24,3,MMSBM,Precision,126,0.5999999988
668,V-23_24,3,MMSBM,Accuracy,126,0.8260869565217391
669,V-23_24,2,MMSBM,Recall,126,0.75
670,V-23_24,2,MMSBM,Precision,126,0.8571428559183674
671,V-23_24,2,MMSBM,Accuracy,126,0.875
672,V-23_24,4,MMSBM,Recall,126,0.6666666666666666
673,V-23_24,4,MMSBM,Precision,126,0.9999999975
674,V-23_24,4,MMSBM,Accuracy,126,0.9130434782608695
675,V-23_24,1,MMSBM,Recall,127,0.375
676,V-23_24,1,MMSBM,Precision,127,0.5999999988
677,V-23_24,1,MMSBM,Accuracy,127,0.7083333333333334
678,V-23_24,0,MMSBM,Recall,127,0.75
679,V-23_24,0,MMSBM,Precision,127,0.49999999916666665
680,V-23_24,0,MMSBM,Accuracy,127,0.8333333333333334
681,V-23_24,3,MMSBM,Recall,127,0.8333333333333334
682,V-23_24,3,MMSBM,Precision,127,0.8333333319444445
683,V-23_24,3,MMSBM,Accuracy,127,0.9130434782608695
684,V-23_24,2,MMSBM,Recall,127,0.5
685,V-23_24,2,MMSBM,Precision,127,0.49999999875
686,V-23_24,2,MMSBM,Accuracy,127,0.8333333333333334
687,V-23_24,4,MMSBM,Recall,127,0.5
688,V-23_24,4,MMSBM,Precision,127,0.7499999981250001
689,V-23_24,4,MMSBM,Accuracy,127,0.8260869565217391
690,V-23_24,1,MMSBM,Recall,128,0.0
691,V-23_24,1,MMSBM,Precision,128,0.0
692,V-23_24,1,MMSBM,Accuracy,128,0.9166666666666666
693,V-23_24,0,MMSBM,Recall,128,0.4
694,V-23_24,0,MMSBM,Precision,128,0.999999995
695,V-23_24,0,MMSBM,Accuracy,128,0.875
696,V-23_24,3,MMSBM,Recall,128,0.0
697,V-23_24,3,MMSBM,Precision,128,0.0
698,V-23_24,3,MMSBM,Accuracy,128,0.8695652173913043
699,V-23_24,2,MMSBM,Recall,128,0.5
700,V-23_24,2,MMSBM,Precision,128,0.3999999992
701,V-23_24,2,MMSBM,Accuracy,128,0.7916666666666667
702,V-23_24,4,MMSBM,Recall,128,0.2
703,V-23_24,4,MMSBM,Precision,128,0.6666666644444444
704,V-23_24,4,MMSBM,Accuracy,128,0.6086956521739131
705,V-23_24,1,MMSBM,Recall,129,0.75
706,V-23_24,1,MMSBM,Precision,129,0.8181818174380164
707,V-23_24,1,MMSBM,Accuracy,129,0.7916666666666667
708,V-23_24,0,MMSBM,Recall,129,0.7142857142857143
709,V-23_24,0,MMSBM,Precision,129,0.5555555549382716
710,V-23_24,0,MMSBM,Accuracy,129,0.75
711,V-23_24,3,MMSBM,Recall,129,0.75
712,V-23_24,3,MMSBM,Precision,129,0.7499999990624999
713,V-23_24,3,MMSBM,Accuracy,129,0.826086956521739
714,V-23_24,2,MMSBM,Recall,129,0.6666666666666666
715,V-23_24,2,MMSBM,Precision,129,0.7999999984
716,V-23_24,2,MMSBM,Accuracy,129,0.875
717,V-23_24,4,MMSBM,Recall,129,0.7272727272727273
718,V-23_24,4,MMSBM,Precision,129,0.7999999992
719,V-23_24,4,MMSBM,Accuracy,129,0.7826086956521738
720,V-23_24,1,MMSBM,Recall,69,1.0
721,V-23_24,1,MMSBM,Precision,69,0.7999999992
722,V-23_24,1,MMSBM,Accuracy,69,0.9166666666666667
723,V-23_24,0,MMSBM,Recall,69,0.625
724,V-23_24,0,MMSBM,Precision,69,0.8333333319444445
725,V-23_24,0,MMSBM,Accuracy,69,0.8333333333333334
726,V-23_24,3,MMSBM,Recall,69,0.75
727,V-23_24,3,MMSBM,Precision,69,0.4285714279591837
728,V-23_24,3,MMSBM,Accuracy,69,0.782608695652174
729,V-23_24,2,MMSBM,Recall,69,0.4
730,V-23_24,2,MMSBM,Precision,69,0.999999995
731,V-23_24,2,MMSBM,Accuracy,69,0.875
732,V-23_24,4,MMSBM,Recall,69,0.8
733,V-23_24,4,MMSBM,Precision,69,0.571428570612245
734,V-23_24,4,MMSBM,Accuracy,69,0.8260869565217391
735,V-23_24,1,MMSBM,Recall,91,0.75
736,V-23_24,1,MMSBM,Precision,91,0.7499999990624999
737,V-23_24,1,MMSBM,Accuracy,91,0.8333333333333334
738,V-23_24,0,MMSBM,Recall,91,0.42857142857142855
739,V-23_24,0,MMSBM,Precision,91,0.49999999916666665
740,V-23_24,0,MMSBM,Accuracy,91,0.7083333333333334
741,V-23_24,3,MMSBM,Recall,91,0.42857142857142855
742,V-23_24,3,MMSBM,Precision,91,0.7499999981250001
743,V-23_24,3,MMSBM,Accuracy,91,0.782608695652174
744,V-23_24,2,MMSBM,Recall,91,0.4
745,V-23_24,2,MMSBM,Precision,91,0.6666666644444444
746,V-23_24,2,MMSBM,Accuracy,91,0.8333333333333334
747,V-23_24,4,MMSBM,Recall,91,0.25
748,V-23_24,4,MMSBM,Precision,91,0.9999999900000002
749,V-23_24,4,MMSBM,Accuracy,91,0.8695652173913043
750,V-23_24,1,MMSBM,Recall,59,0.8333333333333334
751,V-23_24,1,MMSBM,Precision,59,0.9090909082644627
752,V-23_24,1,MMSBM,Accuracy,59,0.875
753,V-23_24,0,MMSBM,Recall,59,0.6153846153846154
754,V-23_24,0,MMSBM,Precision,59,0.7999999992
755,V-23_24,0,MMSBM,Accuracy,59,0.7083333333333333
756,V-23_24,3,MMSBM,Recall,59,0.7142857142857143
757,V-23_24,3,MMSBM,Precision,59,0.8333333326388889
758,V-23_24,3,MMSBM,Accuracy,59,0.7391304347826086
759,V-23_24,2,MMSBM,Recall,59,0.6666666666666666
760,V-23_24,2,MMSBM,Precision,59,0.7999999992
761,V-23_24,2,MMSBM,Accuracy,59,0.75
762,V-23_24,4,MMSBM,Recall,59,0.7692307692307693
763,V-23_24,4,MMSBM,Precision,59,0.8333333326388889
764,V-23_24,4,MMSBM,Accuracy,59,0.7826086956521738
765,V-23_24,1,MMSBM,Recall,58,0.46153846153846156
766,V-23_24,1,MMSBM,Precision,58,0.8571428559183674
767,V-23_24,1,MMSBM,Accuracy,58,0.6666666666666667
768,V-23_24,0,MMSBM,Recall,58,0.7272727272727273
769,V-23_24,0,MMSBM,Precision,58,0.7272727266115702
770,V-23_24,0,MMSBM,Accuracy,58,0.75
771,V-23_24,3,MMSBM,Recall,58,0.6153846153846154
772,V-23_24,3,MMSBM,Precision,58,0.7999999992
773,V-23_24,3,MMSBM,Accuracy,58,0.6956521739130435
774,V-23_24,2,MMSBM,Recall,58,0.75
775,V-23_24,2,MMSBM,Precision,58,0.5454545449586776
776,V-23_24,2,MMSBM,Accuracy,58,0.7083333333333333
777,V-23_24,4,MMSBM,Recall,58,0.8333333333333334
778,V-23_24,4,MMSBM,Precision,58,0.8333333326388889
779,V-23_24,4,MMSBM,Accuracy,58,0.8260869565217391
780,V-23_24,1,MMSBM,Recall,55,0.6
781,V-23_24,1,MMSBM,Precision,55,0.7499999990624999
782,V-23_24,1,MMSBM,Accuracy,55,0.75
783,V-23_24,0,MMSBM,Recall,55,0.5
784,V-23_24,0,MMSBM,Precision,55,0.8333333319444445
785,V-23_24,0,MMSBM,Accuracy,55,0.75
786,V-23_24,3,MMSBM,Recall,55,0.5555555555555556
787,V-23_24,3,MMSBM,Precision,55,0.8333333319444445
788,V-23_24,3,MMSBM,Accuracy,55,0.7826086956521738
789,V-23_24,2,MMSBM,Recall,55,1.0
790,V-23_24,2,MMSBM,Precision,55,0.41666666631944443
791,V-23_24,2,MMSBM,Accuracy,55,0.7083333333333334
792,V-23_24,4,MMSBM,Recall,55,0.9166666666666666
793,V-23_24,4,MMSBM,Precision,55,0.9166666659027777
794,V-23_24,4,MMSBM,Accuracy,55,0.9130434782608696
795,V-23_24,1,MMSBM,Recall,54,0.7
796,V-23_24,1,MMSBM,Precision,54,0.6999999992999999
797,V-23_24,1,MMSBM,Accuracy,54,0.75
798,V-23_24,0,MMSBM,Recall,54,0.8
799,V-23_24,0,MMSBM,Precision,54,0.8888888879012344
800,V-23_24,0,MMSBM,Accuracy,54,0.875
801,V-23_24,3,MMSBM,Recall,54,0.75
802,V-23_24,3,MMSBM,Precision,54,0.9999999988888888
803,V-23_24,3,MMSBM,Accuracy,54,0.8695652173913044
804,V-23_24,2,MMSBM,Recall,54,0.6
805,V-23_24,2,MMSBM,Precision,54,0.5999999993999999
806,V-23_24,2,MMSBM,Accuracy,54,0.6666666666666667
807,V-23_24,4,MMSBM,Recall,54,1.0
808,V-23_24,4,MMSBM,Precision,54,0.8333333326388889
809,V-23_24,4,MMSBM,Accuracy,54,0.9130434782608696
810,V-23_24,1,MMSBM,Recall,57,0.3333333333333333
811,V-23_24,1,MMSBM,Precision,57,0.7499999981250001
812,V-23_24,1,MMSBM,Accuracy,57,0.7083333333333334
813,V-23_24,0,MMSBM,Recall,57,0.5
814,V-23_24,0,MMSBM,Precision,57,0.6249999992187499
815,V-23_24,0,MMSBM,Accuracy,57,0.6666666666666666
816,V-23_24,3,MMSBM,Recall,57,0.4444444444444444
817,V-23_24,3,MMSBM,Precision,57,0.49999999937499995
818,V-23_24,3,MMSBM,Accuracy,57,0.6086956521739131
819,V-23_24,2,MMSBM,Recall,57,0.375
820,V-23_24,2,MMSBM,Precision,57,0.49999999916666665
821,V-23_24,2,MMSBM,Accuracy,57,0.6666666666666666
822,V-23_24,4,MMSBM,Recall,57,0.2857142857142857
823,V-23_24,4,MMSBM,Precision,57,0.999999995
824,V-23_24,4,MMSBM,Accuracy,57,0.7826086956521738
825,V-23_24,1,MMSBM,Recall,56,0.375
826,V-23_24,1,MMSBM,Precision,56,0.9999999966666667
827,V-23_24,1,MMSBM,Accuracy,56,0.7916666666666666
828,V-23_24,0,MMSBM,Recall,56,0.5
829,V-23_24,0,MMSBM,Precision,56,0.3333333322222222
830,V-23_24,0,MMSBM,Accuracy,56,0.875
831,V-23_24,3,MMSBM,Recall,56,0.6
832,V-23_24,3,MMSBM,Precision,56,0.7499999981250001
833,V-23_24,3,MMSBM,Accuracy,56,0.8695652173913043
834,V-23_24,2,MMSBM,Recall,56,0.6666666666666666
835,V-23_24,2,MMSBM,Precision,56,0.7999999984
836,V-23_24,2,MMSBM,Accuracy,56,0.875
837,V-23_24,4,MMSBM,Recall,56,0.375
838,V-23_24,4,MMSBM,Precision,56,0.3333333329629629
839,V-23_24,4,MMSBM,Accuracy,56,0.5217391304347826
840,V-23_24,1,MMSBM,Recall,51,0.5
841,V-23_24,1,MMSBM,Precision,51,0.7999999984
842,V-23_24,1,MMSBM,Accuracy,51,0.7916666666666666
843,V-23_24,0,MMSBM,Recall,51,0.5714285714285714
844,V-23_24,0,MMSBM,Precision,51,0.8888888879012344
845,V-23_24,0,MMSBM,Accuracy,51,0.7083333333333333
846,V-23_24,3,MMSBM,Recall,51,0.5
847,V-23_24,3,MMSBM,Precision,51,0.4444444439506172
848,V-23_24,3,MMSBM,Accuracy,51,0.6086956521739131
849,V-23_24,2,MMSBM,Recall,51,0.7
850,V-23_24,2,MMSBM,Precision,51,0.7777777769135802
851,V-23_24,2,MMSBM,Accuracy,51,0.7916666666666667
852,V-23_24,4,MMSBM,Recall,51,0.3333333333333333
853,V-23_24,4,MMSBM,Precision,51,0.7499999981250001
854,V-23_24,4,MMSBM,Accuracy,51,0.6956521739130435
855,V-23_24,1,MMSBM,Recall,50,0.5714285714285714
856,V-23_24,1,MMSBM,Precision,50,0.7999999992
857,V-23_24,1,MMSBM,Accuracy,50,0.6666666666666666
858,V-23_24,0,MMSBM,Recall,50,0.9090909090909091
859,V-23_24,0,MMSBM,Precision,50,0.7692307686390532
860,V-23_24,0,MMSBM,Accuracy,50,0.8333333333333334
861,V-23_24,3,MMSBM,Recall,50,0.7
862,V-23_24,3,MMSBM,Precision,50,0.8749999989062499
863,V-23_24,3,MMSBM,Accuracy,50,0.8260869565217391
864,V-23_24,2,MMSBM,Recall,50,0.7647058823529411
865,V-23_24,2,MMSBM,Precision,50,0.9285714279081632
866,V-23_24,2,MMSBM,Accuracy,50,0.7916666666666666
867,V-23_24,4,MMSBM,Recall,50,0.8888888888888888
868,V-23_24,4,MMSBM,Precision,50,0.8888888879012344
869,V-23_24,4,MMSBM,Accuracy,50,0.9130434782608695
870,V-23_24,1,MMSBM,Recall,53,0.7272727272727273
871,V-23_24,1,MMSBM,Precision,53,0.8888888879012344
872,V-23_24,1,MMSBM,Accuracy,53,0.8333333333333333
873,V-23_24,0,MMSBM,Recall,53,0.2222222222222222
874,V-23_24,0,MMSBM,Precision,53,0.49999999875
875,V-23_24,0,MMSBM,Accuracy,53,0.625
876,V-23_24,3,MMSBM,Recall,53,0.5
877,V-23_24,3,MMSBM,Precision,53,0.37499999953124996
878,V-23_24,3,MMSBM,Accuracy,53,0.6521739130434783
879,V-23_24,2,MMSBM,Recall,53,0.8
880,V-23_24,2,MMSBM,Precision,53,0.49999999937499995
881,V-23_24,2,MMSBM,Accuracy,53,0.7916666666666666
882,V-23_24,4,MMSBM,Recall,53,0.3333333333333333
883,V-23_24,4,MMSBM,Precision,53,0.7499999981250001
884,V-23_24,4,MMSBM,Accuracy,53,0.6956521739130435
885,V-23_24,1,MMSBM,Recall,52,0.375
886,V-23_24,1,MMSBM,Precision,52,0.5999999988
887,V-23_24,1,MMSBM,Accuracy,52,0.7083333333333334
888,V-23_24,0,MMSBM,Recall,52,0.625
889,V-23_24,0,MMSBM,Precision,52,0.7142857132653061
890,V-23_24,0,MMSBM,Accuracy,52,0.7916666666666667
891,V-23_24,3,MMSBM,Recall,52,0.8571428571428571
892,V-23_24,3,MMSBM,Precision,52,0.6666666659259258
893,V-23_24,3,MMSBM,Accuracy,52,0.826086956521739
894,V-23_24,2,MMSBM,Recall,52,0.6666666666666666
895,V-23_24,2,MMSBM,Precision,52,0.8571428559183674
896,V-23_24,2,MMSBM,Accuracy,52,0.8333333333333334
897,V-23_24,4,MMSBM,Recall,52,0.6
898,V-23_24,4,MMSBM,Precision,52,0.37499999953124996
899,V-23_24,4,MMSBM,Accuracy,52,0.6956521739130435
900,V-23_24,1,MMSBM,Recall,90,1.0
901,V-23_24,1,MMSBM,Precision,90,0.8333333319444445
902,V-23_24,1,MMSBM,Accuracy,90,0.9583333333333334
903,V-23_24,0,MMSBM,Recall,90,0.4444444444444444
904,V-23_24,0,MMSBM,Precision,90,0.7999999984
905,V-23_24,0,MMSBM,Accuracy,90,0.75
906,V-23_24,3,MMSBM,Recall,90,0.75
907,V-23_24,3,MMSBM,Precision,90,0.7499999990624999
908,V-23_24,3,MMSBM,Accuracy,90,0.826086956521739
909,V-23_24,2,MMSBM,Recall,90,0.6666666666666666
910,V-23_24,2,MMSBM,Precision,90,0.8571428559183674
911,V-23_24,2,MMSBM,Accuracy,90,0.8333333333333334
912,V-23_24,4,MMSBM,Recall,90,0.5555555555555556
913,V-23_24,4,MMSBM,Precision,90,0.8333333319444445
914,V-23_24,4,MMSBM,Accuracy,90,0.7826086956521738
915,V-23_24,1,MMSBM,Recall,146,0.7692307692307693
916,V-23_24,1,MMSBM,Precision,146,0.7142857137755102
917,V-23_24,1,MMSBM,Accuracy,146,0.7083333333333334
918,V-23_24,0,MMSBM,Recall,146,0.9090909090909091
